Adsorbent,O2_20C_0.001bar,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar
BEPVID_clean,0.0001986214,0.089187597,0.174279652,0.670178317,1.346684615
BEPVOJ_clean,0.000190414,0.090825813,0.173339073,0.654204884,1.253109289
BEPVOJ01_clean,0.0001756405,0.08958484,0.177339407,0.661786971,1.302067014
BEPWEA_clean,8.5212e-06,0.00837349,0.016555253,0.082100251,0.236805305
BERQIA_clean,0.0005784941,0.261047575,0.471241507,1.616200624,3.187419109
BETDAH_clean,0.0003932386,0.182719755,0.358343641,1.463440841,3.123652578
BETFOX_clean,0.0004151311,0.194734207,0.36024438,1.200709988,2.154190559
BETFUD_clean,0.0003908961,0.185539177,0.371580273,1.485289497,3.255294754
BETGEO_clean,0.0002070863,0.107655269,0.209051109,0.836087333,1.8897348
BETGIS_clean,0.0001791172,0.076734034,0.152842337,0.668248478,1.64036571
BETGOY_clean,0.0002110194,0.099424645,0.195985821,0.846513717,2.042869383
BETGUE_clean,0.0003060386,0.146972918,0.289667671,1.302891381,3.456971779
BETHEP_clean,0.0001584436,0.074614829,0.148175542,0.666624506,1.719306215
BETHIT_clean,0.0002581963,0.119605942,0.238744339,1.080010653,2.930796545
BETZOR_clean,0.0004913255,0.22469115,0.424282317,1.488521572,2.873740784
BEVWAB_clean,0.0002851526,0.126493834,0.249435782,1.038835792,2.347463866
BEWCUD_clean,0.0002936736,0.147647594,0.286797806,1.45469302,4.077804758
BEWVEG_clean,0.0001554303,0.076133401,0.151359821,0.681764687,1.747270241
BEWVOQ_clean,0.0001684675,0.072210795,0.141237553,0.692289195,1.912811107
BEWWEH_clean,0.000134774,0.057813841,0.11668271,0.580486428,1.665141391
BEXPAX_clean,0.0005891069,0.276636351,0.543090022,2.343536807,5.415954008
BEXQIF_clean,0.0002419906,0.111563832,0.224649334,1.05029675,2.944476346
BEXQOL_clean,0.0001803258,0.094970888,0.191935491,0.901387659,2.55523214
BEXQUR_clean,0.0002088865,0.099016257,0.195568465,0.926945001,2.620679896
BEXRAY_clean,0.0001667076,0.097767856,0.190478913,0.933751093,2.606723989
BEXREC_clean,0.0001519599,0.100311772,0.198578165,0.956608876,2.670938464
BEXRIG_clean,0.0002038164,0.101975145,0.201960798,0.992394414,2.724523866
BEXRUT_clean,0.0001277482,0.060868556,0.122192861,0.556301896,1.426004607
BEXSAA_clean,0.000157576,0.067153618,0.133906292,0.605077644,1.525303687
BEXSEE_clean,0.0001224597,0.059420541,0.118708274,0.556373994,1.438721858
BEXSII_clean,0.0002848682,0.138102578,0.27368458,1.2107687,3.074544338
BEXTUV_clean,0.0003175071,0.159828063,0.307626732,1.215881868,2.497139709
BEXVAD_clean,0.0003616869,0.167985688,0.319558342,1.226072949,2.445981322
BEXVAD01_clean,0.0002573503,0.140902255,0.278818049,1.078868109,2.240585045
BEXVEH_clean,0.0002007044,0.128103334,0.257395788,1.161461024,3.132552645
BEXVIL_clean,0.0001892112,0.094559555,0.187551726,0.905050669,2.587447259
BEYSEF_clean,0.0001213412,0.058300532,0.112978442,0.538126689,1.390239387
BIBXIV_clean,0.0002666862,0.147012606,0.290201078,1.279005022,3.302881742
BIBXOB_clean,0.0002726199,0.137711586,0.272178402,1.303425508,3.761298622
BIBXUH_clean,0.0002436974,0.133075937,0.260944987,1.254392845,3.371948118
BICPOT_clean,0.0002980242,0.135776762,0.267099604,1.14441104,2.553068873
BICPUA_clean,0.0002590612,0.130173215,0.256803919,1.222913291,3.57479104
BIDPOV_clean,0.0005603684,0.237488217,0.471972859,2.022090505,5.096944163
BIFGOO_clean,4.48932e-05,0.026939672,0.053405159,0.256476826,0.684250272
BIFKEI_clean,0.0004160485,0.181033321,0.352578379,1.487634531,3.314818552
BIHBEB_clean,0.0014320758,0.566285606,0.937161655,2.533941918,4.657135188
BIJDUV_clean,0.0001956246,0.106180706,0.20854021,0.928088922,2.30713393
BIJFAD_clean,0.000261958,0.122120694,0.235075155,1.03197214,2.584919043
BIMDIL_clean,0.0002638068,0.126036818,0.247601484,1.024657742,2.323102032
BINCUY_manual,0.0002485046,0.131481543,0.260829818,1.200285451,3.270874471
BINDAF_manual,0.0002534398,0.137637182,0.268550944,1.232824805,3.307231166
BINMIW_clean,0.0009430695,0.341985295,0.539001334,1.245242656,2.195904321
BINROH_clean,0.0004038767,0.201846554,0.399388149,1.799628626,4.621097398
BINRUN_clean,0.0004844997,0.225552901,0.441095854,1.930237725,4.728625807
BINSAU_clean,0.0004491093,0.193084232,0.379371008,1.744621036,4.477015772
BIPBAF_clean,0.0002138392,0.129671231,0.257472958,1.176636321,3.163642677
BIPLIX_clean,0.000148579,0.071525016,0.140354598,0.64675675,1.696996952
BIPSUQ_clean,0.0002606913,0.142412554,0.288625015,1.369048984,3.77082427
BIQHEQ_clean,0.0007061313,0.32308663,0.589187127,2.016670713,3.535203132
BIQVII_clean,8.19666e-05,0.038558725,0.075512544,0.337174502,0.778240021
BIRGIU_clean,0.0001345299,0.067949433,0.134469301,0.618648371,1.597010511
BIRMUM_clean,0.0001846266,0.075428049,0.145872972,0.601719735,1.168692018
BIRSEC_clean,0.0001226065,0.064036727,0.126208695,0.546023922,1.337174422
BIRSIG_clean,0.0001484389,0.069645442,0.13646103,0.586067258,1.38931396
BIWSEG_ion_b,0.0022356371,0.99006784,1.967999365,9.945870207,29.71065837
BIWSIK_ion_b,0.0002851484,0.14047772,0.273979224,1.280505827,3.423687107
BIWSOQ_clean,0.0007043288,0.362537908,0.695233945,2.54861924,5.020997595
BIXYEO_clean,3.22284e-05,0.017333734,0.033034449,0.148070279,0.361140089
BIYTAG_clean,5.64122e-05,0.029173173,0.0580663,0.280670909,0.780070102
BIYTOU_clean,0.0001788385,0.085061886,0.167746272,0.757759616,1.932459022
BIZMEE_clean,0.0002974041,0.141175017,0.275061362,1.240851762,3.1016413
BIZMII_clean,0.00029099,0.142895355,0.278549926,1.238982346,3.095673126
BODPAN_clean,0.0002951297,0.144039431,0.280585022,1.215961423,2.93986299
BOHJOZ_auto,6.30176e-05,0.03207135,0.062536326,0.29042154,0.724691526
BOHWOM_clean,0.0004031803,0.206860894,0.383108083,1.43177865,2.872138881
BOKQEZ_clean,8.97775e-05,0.045649786,0.09267524,0.430295262,1.145323313
BOLPAU_clean,0.0005034601,0.231281238,0.446967433,1.795827335,3.98886021
BOLZIN_clean,0.0003500558,0.154228765,0.306819769,1.43800435,3.813687417
BOMCOX_clean,0.0002441003,0.130546085,0.255381443,1.072575696,2.351372246
BOPHIZ_clean,0.0003265881,0.14562363,0.28215023,1.13351069,2.524529717
BORBEQ_clean,0.0001478647,0.058096514,0.116634237,0.547235293,1.383972954
BOSHIC_clean,0.0008283132,0.408219482,0.731503903,2.600488509,5.218893522
BOVHEB_clean,0.0008792518,0.389773994,0.706096096,2.145245295,3.323147685
BOWDIC_clean,0.000276064,0.139278036,0.269214662,1.128212529,2.580128792
BOWNUY_clean,0.0003066426,0.149574813,0.293761477,1.323143832,3.383310334
BOWRAH_clean,0.0004921603,0.212856861,0.364100489,0.935531255,1.293900774
BOWSOW_clean,0.001681425,0.739591744,1.302351894,3.246089587,4.490255872
BOWZUK_clean,0.0002456219,0.119302654,0.238085409,1.081620632,2.736838011
BOXYIY_clean,6.53305e-05,0.034469394,0.069310669,0.321324032,0.80120694
BOYCEY_auto,0.0005030284,0.242435396,0.459236202,1.810712321,4.342367963
BOYTEQ_clean,0.0002302204,0.099479459,0.190944477,0.672733519,1.229931002
BOYYOF_clean,0.0001115591,0.054035552,0.108771163,0.492126158,1.31672612
BOZFIH_clean,0.0003803685,0.178627392,0.348795811,1.468451728,3.223812254
BOZFON_clean,0.000309143,0.141089379,0.279102347,1.072904075,2.131708975
BUBTUP_clean,0.0001803778,0.09070427,0.179828086,0.763585649,1.718541846
BUCSAU_clean,0.0005702637,0.278548525,0.502253415,1.5299711,2.39302304
BUCSEY_clean,0.0002618945,0.124532376,0.237180904,0.896261527,1.767299532
BUCSIC01_clean,0.0007472421,0.329474757,0.577679916,1.646186905,2.497920656
BUCWAZ_clean,0.0002066396,0.116000321,0.226020015,0.95058788,2.394037045
BUKMUQ01_clean,0.0001958201,0.125966567,0.254114268,1.180397681,3.194769169
BUKRUW01_clean,0.0002114205,0.084577567,0.169598046,0.80654646,2.30305703
BUKRUW02_clean,0.0001729502,0.086536987,0.172160009,0.810814613,2.329814045
BUKRUW03_clean,0.0001534484,0.080644817,0.160370479,0.77221383,2.2324781
BUKYAJ_clean,0.0002752233,0.172450133,0.332206489,1.343920158,2.812698357
BUNKUS_clean,0.000306999,0.172656849,0.344278764,1.562719664,4.197118899
BUNLAZ_clean,0.000396134,0.200171236,0.403104506,1.862004252,5.063508372
BUPVEP_clean,5.52277e-05,0.029284982,0.057174987,0.275255023,0.730750514
BUQWER_clean,0.0003670615,0.167888526,0.322343202,1.178317139,2.207554647
BURJOO_clean,0.0001713597,0.07452649,0.142007953,0.585026412,1.226368059
BURQIQ_clean,0.0003334786,0.173809627,0.335444813,1.377468386,3.072445979
BUSNAF_clean,0.000109765,0.064724788,0.127202006,0.539441182,1.188638698
BUSQEM_clean,0.001170304,0.516843927,0.920892516,2.855041888,4.831351351
BUSQIQ_clean,0.0002529835,0.121442213,0.235387681,0.855011804,1.671684797
BUSRUE_clean,0.0002874801,0.136973494,0.273434913,1.145849016,2.662671354
BUVHEH_clean,0.0002696602,0.139921293,0.276558125,1.131129328,2.595193743
BUVWOF02_clean,0.0001374184,0.059553529,0.119102893,0.5385469,1.294349525
BUVWOF03_clean,0.0001582394,0.074068521,0.148097483,0.651704711,1.504310969
BUVXOG_clean,0.0001124332,0.060532114,0.11815068,0.52396528,1.226302428
BUVYEX_clean,0.0001624036,0.075819565,0.149754832,0.66552359,1.515872854
BUVYIB_clean,0.0005663304,0.267624429,0.522481439,2.223246595,5.077946037
BUVYIB01_clean,0.0005413452,0.250898249,0.501382855,2.158043643,5.094394604
BUWMIR_clean,9.89727e-05,0.05462949,0.107970629,0.531740801,1.483357711
BUXNOZ_clean,0.0002542017,0.121466655,0.239214843,1.082901659,2.843688001
c4ce00408f_c4ce00408f2_clean,0.0003216889,0.147049866,0.265509087,1.046585501,2.389863263
c4dt03702b_c4dt03702b2_clean,0.0002487653,0.116107229,0.233617071,1.108791881,3.156802403
c5cc04223b_c5cc04223b2_clean,0.0002655181,0.12510379,0.250986234,1.179103369,3.397925022
c5cc09432a_c5cc09432a2_clean,0.0001929719,0.105165563,0.206204812,0.905682672,2.167180836
c5cc10203k_c5cc10203k2_clean,0.0003435516,0.187351624,0.371932953,1.749846402,4.989783525
c5ce00010f_c5ce00010f2_clean,0.0001034765,0.054033372,0.107711361,0.469573629,1.173803878
c5ce00862j_c5ce00862j2_clean,0.0004000307,0.180920463,0.339470095,1.274885586,2.66093338
c5ce00931f_c5ce00931f2_clean,0.0005024649,0.222695388,0.402218133,1.204436585,1.949293098
c5ce02194d_c5ce02194d2_clean,0.0003126143,0.152937132,0.299621977,1.231981982,2.786550899
c5cp03920g_c5cp03920g2_clean,0.000207825,0.078114656,0.152871561,0.685381802,1.665329247
c5dt03091a_c5dt03091a2_clean,0.0001554218,0.071501417,0.14104896,0.700696865,1.944962881
c5dt04943a_c5dt04943a2_clean,0.0004199195,0.194403744,0.383493253,1.618398182,4.069731583
c5gc02393a_c5gc02393a2_clean,0.0002852838,0.152030448,0.291242853,1.165197515,2.405098403
c5nj02634b_c5nj02634b2_clean,0.0003318631,0.164224681,0.322142906,1.371783659,3.164049509
c5nj03044g_c5nj03044g2_clean,0.0005126134,0.251084144,0.459239796,1.779278115,3.303549386
c6cc00589f_c6cc00589f2_clean,0.0002279736,0.104639897,0.210603795,0.975825789,2.65174545
c6cc00862c_c6cc00862c2_clean,0.0004373993,0.205087456,0.408058889,1.776711022,4.104602936
c6cc02494g_c6cc02494g1_clean,0.0001167376,0.055846051,0.110497866,0.530824684,1.510943651
c6cc02494g_c6cc02494g3_clean,0.0001281015,0.062884402,0.12492478,0.589430083,1.676646028
c6cc02494g_c6cc02494g4_clean,0.0001033077,0.06308172,0.125442352,0.590974532,1.665753269
c6cc02494g_c6cc02494g5_clean,0.0001132848,0.062569585,0.124363844,0.584497594,1.672900523
c6cc02494g_c6cc02494g6_clean,0.0001043407,0.056158041,0.110342905,0.527130402,1.498452723
c6ce00126b_c6ce00126b2_clean,0.000640231,0.288636309,0.529069589,1.808698636,3.066301614
c6ce00141f_c6ce00141f2_clean,0.0003671423,0.179557612,0.35471647,1.502368501,3.700231052
c6ce00407e_c6ce00407e1_clean,0.0003260952,0.14219609,0.278681385,1.237880145,3.295526515
c6ce00407e_c6ce00407e2_clean,0.0002786257,0.1184448,0.238125872,1.057450424,2.790933381
c6ce00407e_c6ce00407e3_clean,0.0003978116,0.172358319,0.346152893,1.368185052,3.194165971
c6ce00407e_c6ce00407e4_clean,0.0007220497,0.416387231,0.820997989,4.051829034,12.24016313
c6ce00407e_c6ce00407e5_clean,0.0009182589,0.447396127,0.872597074,4.455487524,13.33267666
c6ce00407e_c6ce00407e6_clean,0.0003937893,0.182554686,0.357609545,1.758790265,5.000034559
c6ce00407e_c6ce00407e7_clean,0.0003687984,0.232117119,0.446010987,2.086928873,5.952517236
c6ce00407e_c6ce00407e8_clean,0.0003208157,0.177504045,0.3469784,1.590917838,4.084445861
c6ce00407e_c6ce00407e9_clean,0.0001921433,0.127262945,0.252738375,1.256937747,3.657454488
c6dt03852b_c6dt03852b2_clean,0.000741299,0.332256895,0.598085294,1.696142216,3.398362607
c6dt04165e_c6dt04165e2_clean,9.45952e-05,0.044128665,0.089049566,0.428502786,1.150725387
c6ta00429f_c6ta00429f2_clean,0.0002826045,0.141910948,0.280385957,1.261685478,3.213872838
c6ta07145g_c6ta07145g2_clean,0.0001521045,0.080327663,0.157355926,0.658584673,1.483950048
CABJOH_clean,0.0008044309,0.392507182,0.757779419,2.758407337,5.052250318
CACBUG_clean,9.29203e-05,0.049533934,0.096761587,0.455246106,1.114221748
CADPII_clean,2.4645e-05,0.015227223,0.030207996,0.123619105,0.264242111
CADQOP_clean,0.0001156682,0.067794419,0.134926958,0.644768833,1.71413636
CADZIT_clean,0.0001200454,0.060123971,0.119210049,0.548395988,1.377510559
CAGSAG_clean,0.0004398029,0.215917748,0.402740583,1.565667728,3.395740199
CAGXIU_clean,0.0001825739,0.084432664,0.162052065,0.642289467,1.299992987
CAJQEL_clean,0.0004996377,0.215057104,0.410824219,1.570960134,3.708756343
CAJQIP_clean,0.0005478712,0.275229087,0.523299415,1.94408194,4.404415117
CANRIU_clean,0.000483593,0.250696139,0.475685392,1.857868725,4.023684884
CANROA_clean,0.00042057,0.208190885,0.402290056,1.580455013,3.482199344
CANRUG_clean,0.0004961769,0.26312128,0.49416783,2.05247545,4.372412204
CANYIB_clean,0.0001867144,0.087056512,0.172195846,0.771695567,2.047501753
CASWIE_clean,0.0009318325,0.443852917,0.814235237,2.934477673,5.597036074
CAVMIX_clean,0.0004079075,0.190649585,0.369269527,1.509276671,3.26747854
CAVMOD_clean,0.0002056306,0.102513268,0.203709215,0.847707765,1.977611365
CAVNOE_clean,8.22922e-05,0.03483659,0.067801034,0.308820656,0.729838972
CAVPEW_manual,0.0002486569,0.137304933,0.27908691,1.340547194,3.891232002
CAVPIA_manual,0.000291825,0.137021473,0.271859083,1.308796428,3.813934167
CAVPUM_manual,0.0003025789,0.145542866,0.289123772,1.394691946,4.051875263
CAVRAU_clean,0.0004792822,0.199418906,0.375107092,1.349653132,2.866738293
CAVREY_clean,0.0003703974,0.178230419,0.330654267,1.253163565,2.717809373
CAVVUS_clean,0.0002422147,0.120329518,0.236958861,1.037476551,2.577361577
CAWDOU02_clean,0.0004170873,0.202840735,0.395893143,1.558773172,3.459911929
CAWVIH_SL,0.0002415259,0.099952851,0.196421621,0.79740743,1.734275238
CAXSUR_SL,0.000143395,0.078684047,0.157381371,0.772137167,2.185791894
CAXTAY_clean,0.0001107407,0.049266829,0.097911806,0.484309496,1.37481158
CAXTEC_clean,0.0001013231,0.055547572,0.111136424,0.536440112,1.489186797
CAXVII_clean,0.0001053742,0.046083056,0.092705701,0.453914014,1.258591576
CAXVOO_clean,0.0001144582,0.046053987,0.090231223,0.448191104,1.234667993
CAXVUU_clean,7.63055e-05,0.0439138,0.089282855,0.433660361,1.21004676
CAXWAB_clean,7.81223e-05,0.046342858,0.090947041,0.446615941,1.246566197
CAXWEF_clean,9.26566e-05,0.046152094,0.091893593,0.451214254,1.257677727
CAXWIJ_clean,0.0001235422,0.046400996,0.093770344,0.456099621,1.266845285
CAXXEG_clean,0.0001396472,0.077982536,0.150544121,0.670536554,1.632298075
CAXZOS_clean,0.0003234269,0.154491689,0.299899114,1.380471887,3.350060334
CAXZUY_clean,0.0002987053,0.154897566,0.312704933,1.374202174,3.36076045
CAYDEN_clean,8.94484e-05,0.042240108,0.08336211,0.350120351,0.736800833
CAYDIR_clean,7.53923e-05,0.041210173,0.081819763,0.351934876,0.742901217
CAYDUD_clean,8.43371e-05,0.041426127,0.082572408,0.34758896,0.733768531
CAYQAV_clean,7.63845e-05,0.037704155,0.0745923,0.34852776,0.965684117
CAYQIE_clean,0.0004233842,0.212812846,0.408868488,1.713148676,4.221330587
CAYQOK_clean,0.0004905982,0.225115379,0.429949305,1.801423812,4.34614976
CAYQUQ_clean,0.0003573497,0.198661382,0.385533564,1.626594024,3.954515211
CAYSIE_clean,9.40513e-05,0.038835458,0.075077568,0.367638633,0.936687251
CAYSOK_clean,9.51277e-05,0.041866538,0.084316251,0.406881953,1.02423813
CAYYEG_clean,9.15087e-05,0.038557748,0.075285321,0.367454097,0.953745902
CAZNEY_clean,0.0002885275,0.125402769,0.252716123,1.16900422,3.091491879
CEBDOD_clean,8.29582e-05,0.041680091,0.083250712,0.348082428,0.815406607
CECVAI_clean,0.0001766745,0.09402931,0.188651141,0.883061369,2.472124977
CEGWER_clean,0.0002298344,0.092148368,0.174946195,0.682930822,1.36518397
CEHLAD_clean,0.0002320655,0.118571813,0.232175831,1.051373823,2.7934371
CEJCAW_clean,0.0001637834,0.090008488,0.175813838,0.729291195,1.6856071
CEJZAU_clean,0.0003121367,0.159794188,0.307230809,1.307233001,2.961988329
CEKHIL_clean,0.0003092902,0.143785586,0.280880193,1.342457009,3.688815081
CEKROB_clean,0.000170328,0.092420339,0.178377893,0.732042479,1.613869044
CENJIQ_clean,0.0001349396,0.064520991,0.128059701,0.597024554,1.477551335
CENKAJ_clean,0.0001031891,0.057545803,0.115119387,0.539835945,1.353002049
CENPUI_clean,0.0009910236,0.437170187,0.796132636,2.533142778,4.085879574
CESFIQ_clean,0.0006693455,0.310995144,0.572206248,2.271968053,5.1856212
CESFOW_clean,0.0005111499,0.209705231,0.408659594,1.710637295,4.205858686
CETGOY_clean,0.0002129859,0.110133621,0.220541935,1.018924599,2.853209028
CETHEQ_clean,0.000120231,0.049481722,0.098395686,0.476675699,1.299772432
CETJAN_clean_h,0.0001794357,0.087719222,0.172465347,0.720550613,1.632873087
CETNUL_clean,0.0005129619,0.223339478,0.428490719,1.591296678,3.005763281
CEYPUT_clean,0.0005772976,0.244488277,0.463102626,1.555256193,2.65745657
CEYPUT01_clean,0.000580963,0.247598353,0.468027066,1.568796112,2.631885036
CEZFIY_clean,0.0001740069,0.096449357,0.185604253,0.776872677,1.72418681
cg034025wsi20030214_115651_clean,7.0353e-05,0.028580892,0.055961386,0.262461628,0.658789559
cg050585esi20051105_115011_clean,0.0005077213,0.232920764,0.410031236,1.132148711,1.801093167
cg100357q_si_002_clean,0.0009079872,0.340778263,0.591818349,1.545699358,2.393875215
cg200606r_si_001_clean,0.000688625,0.313185392,0.575902041,2.037299049,3.540700107
cg2007167_si_002_clean,0.0002715997,0.103179991,0.205169408,0.947631898,2.555799904
cg3002866_si_001_clean,0.000354318,0.167565602,0.327216868,1.558241684,4.148563696
cg300827e_si_003_clean,0.0003958449,0.208730883,0.397842991,1.66906255,3.437922348
cg300979c_si_002_clean,0.0001758167,0.075545416,0.148189858,0.691581257,1.737257264
cg3015354_si_002_clean,7.92741e-05,0.03838689,0.074849333,0.34075928,0.865254976
cg301577a_si_002_clean,0.0004273279,0.178944909,0.346498013,1.442126169,3.620979154
cg301725z_si_004_clean,0.000316012,0.15846712,0.313797969,1.335596072,3.086298802
cg400449c_si_001_clean,0.0004654586,0.190914617,0.372410081,1.607161744,3.976617005
cg401887b_si_003_clean,0.0003614936,0.157798491,0.309314861,1.441126823,3.935402364
cg401887b_si_004_clean,0.0003262183,0.150414916,0.295482115,1.384072547,3.832536916
cg500033b_si_002_clean,0.0002477619,0.122056275,0.237746413,1.028227545,2.328341378
cg500033b_si_003_clean,0.0005081143,0.237070771,0.42711261,1.310433872,2.226854645
cg500091k_si_002_clean,0.0002620774,0.114055651,0.223036153,1.00946375,2.610242663
cg500121f_si_004_clean,0.0004874949,0.220933213,0.419966248,1.533552939,2.85579804
cg500149s_si_002_clean,9.83654e-05,0.046097622,0.0900938,0.380713,0.816746126
cg500175k_si_001_auto,0.0002821627,0.145964445,0.291195266,1.368495923,3.808572897
cg500192d_si_002_clean,0.0052127459,0.657649088,0.819425419,1.440830515,2.514031153
cg500192d_si_003_clean,0.0002649873,0.133758957,0.263682223,1.257957579,3.572250535
cg501012e_si_002_clean,0.0003601151,0.170707246,0.335275589,1.355030336,3.183393781
cg5010616_si_003_clean,0.0011958552,0.582706619,1.038196507,3.313068746,5.132608217
cg5010616_si_007_clean,0.0011587575,0.558379259,0.998600171,3.20262672,5.056287344
cg501141m_si_002_clean,0.0002965823,0.150594423,0.296828527,1.234268124,2.823540794
cg501141m_si_003_clean,0.0004242096,0.190516328,0.365171025,1.411160352,2.916894967
cg501279y_si_002_clean,0.0004671113,0.211428023,0.404937727,1.330163133,2.321697112
cg501332u_si_002_clean,0.0001228548,0.047896716,0.09382359,0.422832923,1.01182593
cg501560z_si_002_clean,0.0001421445,0.062549884,0.124988159,0.592240196,1.759835931
cg501560z_si_003_clean,0.0001052922,0.06312478,0.12340667,0.625675734,1.762877822
cg501730q_si_002_clean,0.0003305265,0.159979605,0.313798962,1.386785303,3.301234569
