Adsorbent,O2_20C_0.001bar,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar,RMSE_Freundlich-Langmuir,best_model,best_params
COWBEX_clean,8.01988e-05,0.043928899,0.08479475,0.326536749,0.649619481,7.875441105040198e-05,Freundlich–Langmuir,[0.78641175 0.11692988 0.74327496]
COWDEZ_clean,0.0001505952,0.066808927,0.118210998,0.386289554,0.706991944,0.000934948152656621,Freundlich–Langmuir,[0.38439847 0.37524112 0.59135546]
COWMIL_clean,9.18347e-05,0.052083131,0.103128529,0.494164346,1.354163232,8.74693292098743e-05,Freundlich–Langmuir,[3.22684107 0.03236825 0.36838011]
COWMOR_clean,0.000109527,0.050338628,0.10156625,0.491150283,1.320468955,,Freundlich–Langmuir,"[nan, nan, nan]"
COXDIE_clean,0.0001756911,0.084631261,0.163289022,0.666856651,1.413992443,0.00019917621064790742,Freundlich–Langmuir,[1.97881413 0.08786543 0.72818304]
COXHED_clean,0.0001718276,0.059681438,0.11876148,0.596499364,1.715043574,,Freundlich–Langmuir,"[nan, nan, nan]"
COXHIH_clean,0.0001146958,0.058863502,0.120336333,0.586300146,1.716135304,0.0006109685277424221,Freundlich–Langmuir,[0.4763209  0.25291995 0.03294299]
COXHON_clean,0.0001497016,0.078435318,0.157348849,0.773703571,2.187294122,,Freundlich–Langmuir,"[nan, nan, nan]"
COZMUA_clean,0.0003040836,0.149519105,0.297023961,1.310500425,3.503529201,0.0012980235612281084,Freundlich–Langmuir,[0.46358649 0.67897544 0.12356597]
CUBHOY_clean,9.10264e-05,0.049961207,0.096917312,0.448690165,1.144903323,0.0003843152532678569,Freundlich–Langmuir,[2.30645855 0.04317385 0.53256391]
CUCSAU_clean,0.0002043974,0.106332711,0.207359727,0.918990879,2.099751498,0.0003916187477974379,Freundlich–Langmuir,[10.95557148  0.01958868  1.6586333 ]
CUCTAX_clean,0.0002226481,0.116113482,0.215417028,0.731876613,1.292507116,0.0004176853288594557,Freundlich–Langmuir,[1.25671314 0.19732747 0.76809603]
CUGVUW_clean,0.0001307257,0.062922619,0.122969274,0.517624603,1.137452162,3.4136853817454455e-05,Freundlich–Langmuir,[1.91505712 0.06746585 0.76220222]
CUGXAF_clean,0.0005703015,0.261042314,0.49878015,1.854967128,3.820414466,0.0007106779169301865,Freundlich–Langmuir,[2.27197381 0.24485858 0.50673302]
CUHLUO_clean,0.0014675564,0.673142265,1.239842525,3.682715214,5.6132149,0.0022784843372059462,Freundlich–Langmuir,[6.58319469 0.22755072 0.93429951]
CUIMDZ01_clean_h,4.09837e-05,0.022738908,0.044685074,0.18486677,0.385286255,7.514982157779291e-05,Freundlich–Langmuir,[0.97458208 0.04821529 1.10987484]
CUKXIR_clean,0.0001707263,0.082972958,0.164584806,0.710921341,1.694608412,0.00045137064710776026,Freundlich–Langmuir,[1.5688737  0.1093347  0.43018353]
CUMDEU_clean,4.55253e-05,0.025015572,0.049017915,0.225956104,0.551460878,9.927546658681061e-05,Freundlich–Langmuir,[2.74065448e+01 1.83069292e-03 1.14785551e+01]
CUMJEB_clean,0.0001357665,0.063086955,0.11986434,0.446090564,0.864332324,9.378566417958214e-05,Freundlich–Langmuir,[0.88516359 0.14958581 0.70701952]
CUMLUT_clean,0.0002970234,0.142562534,0.282125857,1.252356385,2.996554527,0.0003267524798452234,Freundlich–Langmuir,[5.71406949 0.05096077 0.66362854]
CUMQOQ_clean,0.0002096264,0.109783703,0.215606117,0.963444923,2.426418661,3.269704996906208e-05,Freundlich–Langmuir,[1.80020932 0.12418022 0.30759235]
CUNFOH_clean,4.4758e-05,0.030607038,0.059981739,0.296166922,0.816868509,,Freundlich–Langmuir,"[nan, nan, nan]"
CUNFOH01_clean,6.54561e-05,0.030859592,0.061936379,0.295086664,0.81787439,0.00012701096217392858,Freundlich–Langmuir,[0.75696814 0.08274785 0.17187427]
CUNQOT_clean,0.0001050964,0.048298025,0.094886007,0.429151303,1.012783609,9.527545725486627e-05,Freundlich–Langmuir,[1.15772943e+01 8.42049710e-03 3.08805108e+00]
CUNQUZ_clean,7.26359e-05,0.043916665,0.085499076,0.384833336,0.875728315,,Freundlich–Langmuir,"[nan, nan, nan]"
CUNWEO_clean,0.0001087006,0.062429192,0.122615527,0.55773935,1.453807019,7.097042372971654e-05,Freundlich–Langmuir,[0.84512837 0.14986491 0.22713872]
CUPHIG_clean,0.0004602507,0.204227962,0.402157133,1.724768297,4.352809513,0.0011284500937940507,Freundlich–Langmuir,[1.22434571 0.348582   0.21089157]
CUPHUS_clean,0.0004114964,0.192164651,0.389820077,1.815334968,4.609341328,,Freundlich–Langmuir,"[nan, nan, nan]"
CUQRIR_clean,0.0003199485,0.17032748,0.336000683,1.402814915,3.04120912,0.0007811505091556101,Freundlich–Langmuir,[5.46021966 0.06458741 0.81713149]
CUQROX_clean,0.0003687958,0.181990154,0.355735256,1.460107182,3.113101612,0.0004066592082086013,Freundlich–Langmuir,[4.7169236  0.07981965 0.75658305]
CUQRUD_clean,0.0005392164,0.257755839,0.496553144,2.044135352,4.327198253,0.0009357736833428016,Freundlich–Langmuir,[7.10029199 0.07425415 0.80562296]
CUQSAK_clean,0.0002334886,0.13135132,0.266854066,1.132743249,2.765481996,0.0022519655795504474,Freundlich–Langmuir,[1.36192476 0.20484409 0.29497699]
CUQTAL_clean,0.0004128171,0.198306992,0.394264103,1.747260089,4.344875676,0.0009625214312849639,Freundlich–Langmuir,[3.61098957 0.11296547 0.3454004 ]
CUQXUI_clean,0.0002345902,0.104800834,0.2108708,0.980427586,2.672383723,0.0007388421067410098,Freundlich–Langmuir,[1.20664206 0.17818536 0.14450336]
CURBOH_clean,0.0001402222,0.079085299,0.158150848,0.741421716,1.929472739,0.00025316226139897086,Freundlich–Langmuir,[10.58445658  0.01515855  1.07867688]
CURYOE01_clean,0.0002120754,0.103878773,0.206836927,0.952801298,2.441968183,0.000275286999749397,Freundlich–Langmuir,[4.56347832 0.04627631 0.49358302]
CURZAR_clean,9.07745e-05,0.049323208,0.097386467,0.457637603,1.246417696,6.029731871477025e-05,Freundlich–Langmuir,[0.77282401 0.12868417 0.16712828]
CURZEV_clean,0.0002456718,0.119337234,0.23013665,0.93559183,2.066023056,0.0001461996652203269,Freundlich–Langmuir,[1.6477608  0.14977858 0.4952684 ]
CUSYAR_clean,0.0003372015,0.184553864,0.360880012,1.74032015,5.041227403,0.0008955720441358775,Freundlich–Langmuir,[0.33992278 1.09355834 0.03528446]
CUSYIA_clean,0.0004746636,0.235627705,0.468115626,2.1115393,5.21247218,0.0006928298381575941,Freundlich–Langmuir,[9.51852929 0.05050695 0.57556773]
CUSZIB_clean,0.0006225097,0.256152368,0.507827854,2.245823073,5.381835023,0.0008458972921247036,Freundlich–Langmuir,[8.76080092 0.05988232 0.59279174]
CUTCAX_clean,0.0004717595,0.258887255,0.493462487,1.863665391,3.587384351,0.0004833859549026012,Freundlich–Langmuir,[4.56111338 0.11843711 0.79789479]
CUTFII_clean,0.000696359,0.299139896,0.570861154,1.983992354,3.545046115,0.0014360989200139433,Freundlich–Langmuir,[3.92505255 0.16386915 0.80696042]
CUTGEF_clean,0.000630727,0.292591343,0.538965442,1.768799925,3.024576023,0.0010294637115228764,Freundlich–Langmuir,[2.92071931 0.2158426  0.78939917]
CUVGIK_clean,0.0006296513,0.295994712,0.568376556,2.171200182,4.094189186,0.0001511008583997344,Freundlich–Langmuir,[7.3648479  0.0836673  1.00140001]
CUVGOQ_clean,0.0006356404,0.323085418,0.621567316,2.325490382,4.246601176,0.0004571739025770846,Freundlich–Langmuir,[7.98608826 0.08478714 1.0626951 ]
CUVTUJ_clean,6.2329e-05,0.038508648,0.076532911,0.375833293,1.062367835,,Freundlich–Langmuir,"[nan, nan, nan]"
CUVVOG_clean,0.0003380743,0.147885779,0.291815469,1.238466831,2.833724523,0.000622601080059696,Freundlich–Langmuir,[3.29563193 0.09275291 0.5519867 ]
CUVXAT_clean,0.0002518287,0.139064735,0.278932865,1.143419108,2.588995831,0.0018864242921285595,Freundlich–Langmuir,[1.99066114 0.14801848 0.45733138]
CUWNIT_clean,0.0002228574,0.109127088,0.216525626,0.941967656,2.312031265,0.0006074452542911154,Freundlich–Langmuir,[1.5222002  0.14829477 0.32588317]
CUWNOZ_clean,0.0003117258,0.167275206,0.315793868,1.24336841,2.603191361,0.0012271793227743501,Freundlich–Langmuir,[2.29752574 0.14977781 0.58128533]
CUXFIL_clean,0.000354389,0.168989643,0.322813961,1.25540636,2.492176905,0.0005166900584415667,Freundlich–Langmuir,[3.36372367 0.10399288 0.79205878]
CUXFUX_clean,0.0004422518,0.22959545,0.42865362,1.736343228,3.454216184,0.0034084818043251934,Freundlich–Langmuir,[7.81768158 0.05892707 1.09479206]
CUYWUP_clean,0.0003549073,0.197935472,0.379831105,1.624329099,3.668913528,0.001422354105315231,Freundlich–Langmuir,[5.28416793 0.07569706 0.6482998 ]
CUYYAX_clean,0.0005346236,0.258614094,0.475901386,1.841531931,3.50068186,0.004426748070412945,Freundlich–Langmuir,[5.96730354 0.08739787 0.95992281]
CUYYEB_clean,0.0004662882,0.256027401,0.478269005,1.822442252,3.475573647,0.0026374173491359376,Freundlich–Langmuir,[5.00337451 0.10490081 0.8649976 ]
DABMUR_clean,0.000381776,0.196044259,0.382626913,1.744490781,4.388197354,0.0008630925770454987,Freundlich–Langmuir,[6.50136354 0.06063172 0.4610276 ]
DACFAR_clean,0.0005556569,0.280038027,0.510356021,1.806760355,3.594962481,0.0027315564896941433,Freundlich–Langmuir,[1.75534178 0.33921919 0.50380425]
DACSEI_clean,0.0017940963,0.544538348,0.886351195,2.624255003,4.791999194,0.01362996778772506,Freundlich–Langmuir,[1.33681863 0.95225172 0.50692221]
DACYUE_clean,0.0004320407,0.228411931,0.455811181,2.023031897,4.947490546,0.0013331431986921636,Freundlich–Langmuir,[6.23757536 0.07534265 0.46820835]
DACZUF_clean,0.0003683915,0.165947773,0.323043129,1.224816697,2.434537215,0.0010704998748878518,Freundlich–Langmuir,[2.55596762 0.13759429 0.69061979]
DADLEC_clean,0.0001787364,0.102197664,0.197963983,0.795213959,1.753543053,0.0001668577689237622,Freundlich–Langmuir,[1.22550469 0.17394862 0.4680739 ]
DADLIG_clean,0.0002462689,0.123232072,0.241515451,0.948996392,1.981539137,0.0008337587152239795,Freundlich–Langmuir,[1.98128229 0.13104022 0.62154808]
DADLOM_clean,0.0002583428,0.141202338,0.285910327,1.279247222,3.307781549,0.0016860843515427092,Freundlich–Langmuir,[1.77399633 0.16576791 0.23047732]
DADPEG_clean,9.8434e-05,0.043928698,0.08901145,0.424724416,1.079274015,0.0010859952228395337,Freundlich–Langmuir,[4.13576596e+03 2.22585270e-05 7.37894658e+02]
DADXUE_clean,0.0009540358,0.374407892,0.636574821,1.517676907,2.162278099,0.000548273607421831,Freundlich–Langmuir,[1.58859226 0.58218035 0.81686949]
DAFJOM_clean,0.0004231602,0.213177763,0.424472894,1.859841041,4.420081356,0.0011951407956574138,Freundlich–Langmuir,[6.48103046 0.06775853 0.56889498]
DAFYAN_clean,0.0002128454,0.109690821,0.217778566,1.052948899,2.908244137,0.00013172974416611607,Freundlich–Langmuir,[4.17171189e+01 5.26945877e-03 1.65083215e+00]
DAFYOB_clean,0.0001899443,0.11438285,0.227153193,1.100375704,2.962222,,Freundlich–Langmuir,"[nan, nan, nan]"
DAGDIZ_clean,0.0001159585,0.046047789,0.092618073,0.422742278,1.043099609,0.0003157212597670167,Freundlich–Langmuir,[5.34980467 0.01764173 1.30092355]
DAGDUL_clean,0.0001478216,0.067843178,0.133331585,0.571019108,1.330095762,0.00014978201711659885,Freundlich–Langmuir,[1.40090537 0.09963538 0.49631363]
DAGJED_clean,0.000351435,0.166329931,0.321845248,1.233284849,2.458807954,0.0005358631653068814,Freundlich–Langmuir,[2.77291528 0.12607043 0.71339889]
DAHPAE_clean,8.5046e-05,0.047207238,0.097641748,0.446382897,1.172103821,0.0008757860563563243,Freundlich–Langmuir,[1.0996818  0.08996635 0.27622801]
DAKVIW_clean,0.0002852748,0.140805886,0.276093647,1.103493443,2.706141768,0.0018715517335881047,Freundlich–Langmuir,[0.4016004  0.76859384 0.21244011]
DAKVOC_clean,0.0004311324,0.199032833,0.379579743,1.553409965,3.64187917,0.0007736842615425103,Freundlich–Langmuir,[1.41058466 0.29249696 0.31486214]
DAKVUI_clean,0.000369041,0.175074876,0.334327117,1.374615709,3.294934815,0.0004962936242378612,Freundlich–Langmuir,[0.98344457 0.37083038 0.26946228]
DALVAQ_clean,0.0001433631,0.06438556,0.126789945,0.551279332,1.247008175,8.425573962967844e-05,Freundlich–Langmuir,[3.50651508 0.03752554 1.02835195]
DAMDUT_clean,0.0002093458,0.125769404,0.246366388,1.081815949,2.681841658,2.2351437427081722e-05,Freundlich–Langmuir,[1.69403751 0.15186794 0.30652393]
DAMYUO_clean,0.0002533074,0.130044421,0.25939474,1.162770649,3.046312502,0.000840164180050965,Freundlich–Langmuir,[1.12876491 0.23806177 0.18425793]
DAMZEZ_clean,0.0001967781,0.087992002,0.166721123,0.609815269,1.185596279,5.518437218302252e-05,Freundlich–Langmuir,[1.00011232 0.18610325 0.64261615]
DANFUW_clean,0.0001223035,0.059795673,0.117972792,0.4755474,1.067645009,0.0005228700812640732,Freundlich–Langmuir,[0.67256881 0.18777895 0.4281518 ]
DANZOJ_neutral,0.0001643411,0.064930931,0.129297085,0.594854548,1.487036839,0.00016428570798923456,Freundlich–Langmuir,[7.13464454 0.01848708 1.16666165]
DAPBED_clean,0.000408909,0.197768934,0.363176985,1.561693938,3.604815432,0.004590276615891196,Freundlich–Langmuir,[3.29653143 0.11788775 0.47201148]
DAPBIH_neutral,0.0001296341,0.07311138,0.145874795,0.660185734,1.641318305,0.000324121230483094,Freundlich–Langmuir,[3.03998918 0.04917684 0.56480124]
DAPHOU_clean,0.0002834786,0.142045673,0.280331675,1.247271363,3.304827574,0.0005852211456876701,Freundlich–Langmuir,[0.68649783 0.42876976 0.1444265 ]
DAPXID_ion_b,0.0001594219,0.071921283,0.14191576,0.692539893,1.92138343,,Freundlich–Langmuir,"[nan, nan, nan]"
DAPYAW_clean,0.0002021223,0.101797755,0.203446293,0.863755506,2.096789853,0.001077724691817771,Freundlich–Langmuir,[1.05228125 0.20317409 0.3039177 ]
DARBUU_clean,6.12175e-05,0.028767247,0.057766128,0.281995791,0.754424238,,Freundlich–Langmuir,"[nan, nan, nan]"
DARSEV_SL,0.0002225592,0.112953812,0.219497518,0.955434663,2.343620675,0.0002653420123524901,Freundlich–Langmuir,[1.40392665 0.16421251 0.31318212]
DAWBIO_clean,0.0001617358,0.076656138,0.149178043,0.591051417,1.270520269,0.0003094566392048249,Freundlich–Langmuir,[1.00875375 0.15941631 0.52498106]
DAWBOU_clean,0.0001496775,0.07770924,0.151249684,0.599364209,1.28874891,0.0003172961872947271,Freundlich–Langmuir,[1.02284151 0.15938795 0.52458094]
DAWBUA_clean,0.0001689743,0.082140426,0.160856898,0.649668525,1.391921646,0.000366300856339314,Freundlich–Langmuir,[1.52810054 0.11214864 0.62176348]
DAWCAH_clean,0.0002002721,0.086511967,0.164975223,0.672299958,1.44350316,0.0005437725974607721,Freundlich–Langmuir,[1.59730886 0.11068673 0.62164702]
DAWCIP_clean,0.0003737287,0.166088075,0.328252761,1.374453563,3.168419853,0.0010350101442868674,Freundlich–Langmuir,[2.56103263 0.13509918 0.44562269]
DAWCOV_clean,0.0003771315,0.182337372,0.355751583,1.559829644,3.665606291,0.0004356233766202236,Freundlich–Langmuir,[5.85907306 0.06316972 0.62276621]
DAWDAI_clean,0.0002273579,0.101537163,0.194240966,0.718401834,1.364968636,0.00011800819262345874,Freundlich–Langmuir,[1.58538848 0.13501467 0.77270974]
DAWWAB_clean,0.0001254291,0.05877624,0.117460681,0.525916785,1.311494451,0.0003510472822179199,Freundlich–Langmuir,[1.4710075  0.08214021 0.40289708]
DAWWEF_clean,0.0001420975,0.070083118,0.139333027,0.656366509,1.853533377,0.00018449184056295976,Freundlich–Langmuir,[0.28583023 0.50026598 0.0682004 ]
DAXHIV_clean,0.0003238417,0.164131673,0.326309916,1.502322225,3.91090911,0.00038276977702393037,Freundlich–Langmuir,[4.24352604 0.07865509 0.31696344]
DAXHIV01_clean,0.0003176139,0.166101709,0.330669323,1.513895412,3.916952079,0.0005346313178489565,Freundlich–Langmuir,[3.99458664 0.08477956 0.31684112]
DAXHUH_clean,0.0003944225,0.165352307,0.326326523,1.501091211,3.882323856,8.811333723825009e-05,Freundlich–Langmuir,[4.50493086 0.07426098 0.34282544]
DAXHUH01_clean,0.0003217658,0.171550968,0.340774843,1.554051778,3.985290973,0.00044056372506819254,Freundlich–Langmuir,[4.28534255 0.0815661  0.34326936]
DAZCAK_clean,0.0003058984,0.148148317,0.290852774,1.255458204,3.084648769,0.00035834164507671213,Freundlich–Langmuir,[1.59144471 0.19210251 0.29237595]
DEBGIA_clean,0.0002099869,0.110747091,0.216954966,0.812771798,1.62244279,0.001128642048607455,Freundlich–Langmuir,[1.47195159 0.16110712 0.63893616]
DEBWAK_clean,0.0001542836,0.061069747,0.122283824,0.573010807,1.524112561,0.00024229792363993517,Freundlich–Langmuir,[2.44525597 0.0507765  0.35402491]
DEFKUU_clean,9.58423e-05,0.053892965,0.106410312,0.484212162,1.197315445,6.928643388109051e-06,Freundlich–Langmuir,[3.07798534 0.03546867 0.73404303]
DEGJIK_clean,0.0003502432,0.178123261,0.333067874,1.095498147,1.787687518,4.451465882956981e-05,Freundlich–Langmuir,[2.43640889 0.15736147 0.96400898]
DEJCIF_clean,0.0002368984,0.098852709,0.192167917,0.814242729,1.741745693,0.00023002228636222267,Freundlich–Langmuir,[5.26791839 0.03823346 1.21497597]
DEJJIN_clean,7.29608e-05,0.034804191,0.070581194,0.344835376,0.973514609,,Freundlich–Langmuir,"[nan, nan, nan]"
DEJRUH_clean,0.0003674872,0.177782921,0.348296991,1.415803449,3.033789584,0.0007164154911905108,Freundlich–Langmuir,[3.68589932 0.10037974 0.65750131]
DEKHEH_clean,0.0002570733,0.119705526,0.236893815,1.019885676,2.342140109,0.0004983789143737569,Freundlich–Langmuir,[3.69765867 0.06668482 0.65904925]
DEKHUX_clean,0.0002838176,0.141375779,0.284832886,1.196895754,2.771213542,0.0018946803410945074,Freundlich–Langmuir,[2.45481599 0.12133467 0.46069048]
DEKPUF_clean,0.0002234998,0.113984916,0.221330572,0.952011634,2.202928943,0.0003249024955571137,Freundlich–Langmuir,[2.65890502 0.08729109 0.54681464]
DELGEI_manual,0.0002363442,0.125593294,0.251032964,1.202720046,3.336380095,0.0002614310107552521,Freundlich–Langmuir,[4.55923999 0.05564301 0.21672718]
DEPXAY_clean,0.0003507816,0.171884691,0.342129012,1.459671823,3.432101653,0.0013093297868194778,Freundlich–Langmuir,[3.07663903 0.11620585 0.44230724]
DEPXIG_clean,0.000246905,0.115807936,0.230340195,0.950099888,2.197305612,0.001193265743946838,Freundlich–Langmuir,[1.3597672  0.17953713 0.39095366]
DEPXOM_clean,0.0001762952,0.083351636,0.166372269,0.775319168,2.075688522,0.0002755746308606085,Freundlich–Langmuir,[1.76582328 0.09601737 0.22771837]
DEQFOU_clean,0.000141666,0.070637829,0.139720223,0.637327695,1.592169285,3.866584206993067e-05,Freundlich–Langmuir,[3.4867051  0.0410788  0.62417802]
DEQVIF_clean,0.0001659176,0.088976522,0.176397566,0.791447855,2.02598992,0.0002920519906207063,Freundlich–Langmuir,[1.27059476 0.14349355 0.26129739]
DEYJIC_clean,0.0002562314,0.142768498,0.269875676,1.087490223,2.329318776,0.0012173799026235126,Freundlich–Langmuir,[2.17458372 0.13409249 0.57155452]
DEYJOI_clean,0.0003398065,0.141198644,0.273549184,1.110907996,2.381897702,2.608045210067074e-05,Freundlich–Langmuir,[2.70504532 0.1079025  0.63238516]
DEYLUQ_clean,0.0001247497,0.070833829,0.140938352,0.587962043,1.362102191,0.000658990223477427,Freundlich–Langmuir,[0.99213038 0.14972921 0.41803547]
DEYNIG_clean,6.10858e-05,0.028212609,0.053946717,0.216619446,0.445488866,0.00013582073441097226,Freundlich–Langmuir,[0.65209647 0.08872664 0.78802981]
DEZKAW_clean,0.0002084341,0.108415086,0.216724486,1.021729248,2.621076341,,Freundlich–Langmuir,"[nan, nan, nan]"
DIBPAH_clean,0.000337469,0.167727286,0.328370329,1.287983517,2.71415471,0.0011362411249611873,Freundlich–Langmuir,[2.40111548 0.14737866 0.57502477]
DIBQEM_clean,0.000445158,0.21289584,0.410310076,1.735296727,3.816540793,0.0010809536372515523,Freundlich–Langmuir,[6.53224012 0.06619146 0.76895092]
DIBQIQ_clean,0.0004392471,0.221681701,0.43651908,1.874653791,4.427318554,0.0006612559125378073,Freundlich–Langmuir,[4.02185862 0.11358002 0.43911525]
DIBQOW_clean,0.0004509995,0.223681083,0.435119071,1.837595438,4.294458789,5.751806119469159e-05,Freundlich–Langmuir,[3.09299188 0.14882977 0.40478641]
DIBQUC_clean,0.0004465924,0.222887794,0.427594577,1.820043182,4.304136916,0.00130919916553793,Freundlich–Langmuir,[2.80715449 0.16166859 0.37237607]
DICKEH_clean,0.0005014901,0.205253747,0.399536046,1.667865732,4.244673172,0.0013400097974859734,Freundlich–Langmuir,[0.55668875 0.78981774 0.17260857]
DIDBAV_clean,0.000314562,0.154870879,0.298276832,1.371835731,3.355215434,0.001598359558246783,Freundlich–Langmuir,[2.06680581e+01 1.48617371e-02 1.57596578e+00]
DIDBEZ_clean,0.0003088427,0.15438245,0.302537717,1.370964108,3.384972998,0.00040768395711301107,Freundlich–Langmuir,[6.55252265 0.04754853 0.59911236]
DIDDOK_clean,0.0003066469,0.156045429,0.31016769,1.470133519,4.066955996,0.00013246309638052637,Freundlich–Langmuir,[2.40897011 0.13091063 0.13909335]
DIHVIB_clean,0.0002421742,0.129866102,0.244041897,1.10959591,2.799901774,0.002348019827211581,Freundlich–Langmuir,[2.40920917 0.10590222 0.32859248]
DIHVIB01_clean,0.0002434658,0.128471179,0.24831385,1.106911974,2.785597994,0.0007745894849607221,Freundlich–Langmuir,[1.75526213 0.14770266 0.28566046]
DIKJUD_clean,0.0004103764,0.178587876,0.345617966,1.246761426,2.381905644,0.0014653799497421648,Freundlich–Langmuir,[2.17081912 0.17697124 0.68171922]
DINNIZ_clean,0.0001125059,0.056500217,0.110438961,0.504882137,1.255405274,0.0002364218931767511,Freundlich–Langmuir,[3.08570729 0.03678957 0.69367575]
DIPMAS_clean,3.88697e-05,0.01845861,0.037086259,0.182246686,0.498375244,,Freundlich–Langmuir,"[nan, nan, nan]"
DIRPIF_clean,0.0004026044,0.203352327,0.390258792,1.584722611,3.566876729,0.00047341154561244143,Freundlich–Langmuir,[2.17834109 0.19323464 0.41972177]
DITJOH_clean,0.0002837186,0.137121469,0.271273534,1.272632121,3.701450542,,Freundlich–Langmuir,"[nan, nan, nan]"
DITPED_clean,0.0002441058,0.126405275,0.24808511,1.00565979,2.207796215,0.0006971711976807177,Freundlich–Langmuir,[1.93534178 0.13664187 0.5255062 ]
DITTEH_clean,0.0002850803,0.155420611,0.302900932,1.345812389,3.220511723,0.0005599973514017477,Freundlich–Langmuir,[5.50906717 0.05701443 0.61561966]
DITXOU_clean,0.0002288938,0.10845606,0.208907438,0.941561379,2.413791097,0.0008556363794687156,Freundlich–Langmuir,[1.34936365 0.16142908 0.24616113]
DITYEM_clean,4.99553e-05,0.024468394,0.047560242,0.215708468,0.475737019,0.0005361121873976313,Freundlich–Langmuir,[2.61502166e+03 1.91884375e-05 1.59375266e+03]
DITYOW_clean,8.85243e-05,0.044845762,0.087607105,0.375198014,0.892326735,1.827199327650553e-05,Freundlich–Langmuir,[0.65635031 0.14038524 0.38609498]
DIWMON_clean,0.0002155501,0.105323995,0.209659714,0.943042355,2.407004132,0.0004758121084499424,Freundlich–Langmuir,[1.79732625 0.12020762 0.28856567]
DIWMUT_clean,0.0004583884,0.247822724,0.473617602,1.936909929,4.343535645,0.0011739810965623089,Freundlich–Langmuir,[3.01971289 0.16869541 0.4477973 ]
DIWNAA_clean,0.0007623274,0.364206287,0.702612887,2.931854816,6.577645013,0.0011663047012890682,Freundlich–Langmuir,[6.50790877 0.11459264 0.53090012]
DIXKOL_clean,0.0001129552,0.046006993,0.089073728,0.416128647,1.067007282,0.0004151296263139133,Freundlich–Langmuir,[3.47147737 0.02630382 0.75089619]
DIYKAZ_clean,0.0002239938,0.104759856,0.195040211,0.638570981,1.061915159,3.403734074050266e-05,Freundlich–Langmuir,[1.23656518 0.18288827 0.87989106]
DIYKED_clean,5.3628e-05,0.028945155,0.059560285,0.253391039,0.584862242,0.0005944884179024881,Freundlich–Langmuir,[0.79361377 0.07750885 0.59107526]
DIYTEM_clean,0.0002644034,0.118305418,0.228881443,0.977402465,2.252820311,0.0004336980439142653,Freundlich–Langmuir,[2.4084104  0.10005122 0.51577708]
DOCKOW_clean,4.37929e-05,0.029529387,0.059431824,0.267212889,0.660706645,0.00024352412185192588,Freundlich–Langmuir,[1.14733398 0.05304574 0.55234706]
DODMIT_clean,0.0001902268,0.097188254,0.186830426,0.787545221,1.788935592,0.0005032256341261416,Freundlich–Langmuir,[1.76684578 0.11203468 0.51386541]
DOGBAE_clean,0.0004081254,0.200313225,0.397624752,1.765803361,4.472572801,0.0009029536913309618,Freundlich–Langmuir,[2.66842512 0.15447901 0.27009807]
DOHNUL_clean,0.0001340363,0.055211136,0.108658117,0.47959968,1.033118418,0.0004070831433340726,Freundlich–Langmuir,[4.99376098e+03 2.26459212e-05 1.45994215e+03]
DOJXOR_clean,0.0003573625,0.169001983,0.335372226,1.465161257,3.418677741,0.0007219431267915633,Freundlich–Langmuir,[6.39253291 0.05432417 0.70660197]
DOKDEN_clean,0.0002823227,0.156492876,0.305142787,1.320467332,3.226225668,9.368700246880606e-05,Freundlich–Langmuir,[1.86290326 0.17222556 0.31334375]
DOKHIV_clean,0.0002057551,0.092543094,0.182984858,0.727014445,1.53997031,0.0008733162223247955,Freundlich–Langmuir,[1.57348365 0.12420672 0.61200867]
DOLRAZ_clean,0.0005370941,0.261007564,0.477790542,1.633896347,2.882414013,0.00239095706628301,Freundlich–Langmuir,[2.87436312 0.19172697 0.77766036]
DOLWEI_clean,0.000390094,0.196845043,0.38176681,1.690136708,3.877737111,0.0011121472694913422,Freundlich–Langmuir,[15.18069572  0.02608592  1.29140918]
DOLXOR_clean,6.44857e-05,0.033796352,0.067830129,0.328961909,0.936463796,0.00010317786722476535,Freundlich–Langmuir,[1.04887596 0.06509178 0.13131011]
DOLXOR01_clean,4.39675e-05,0.033298054,0.067041645,0.329680044,0.934315251,,Freundlich–Langmuir,"[nan, nan, nan]"
DOLXOR02_clean,5.2761e-05,0.033468062,0.06630006,0.32863948,0.942141466,,Freundlich–Langmuir,"[nan, nan, nan]"
DOMKEX_clean,0.0001951131,0.09077788,0.17554346,0.760609207,1.662297256,0.000517291744049918,Freundlich–Langmuir,[7.44578222 0.02459385 1.59941646]
DONKIC_clean,0.00020386,0.097173822,0.191272897,0.854683841,2.157108236,5.961179623052305e-05,Freundlich–Langmuir,[1.55308353 0.12762774 0.29998668]
DONKOI_clean,0.0001837851,0.09709921,0.190269803,0.857126296,2.147879102,0.0001909844721046739,Freundlich–Langmuir,[2.25717069 0.08711323 0.37943051]
DONKUO_clean,0.0003373204,0.134429693,0.253425102,0.961481331,1.921780165,0.0007312958239319968,Freundlich–Langmuir,[1.76465755 0.15836869 0.64109172]
DONXUB_clean,0.0008444775,0.358205644,0.624369479,1.818053993,2.672278518,0.005506376655286304,Freundlich–Langmuir,[3.26761613 0.2376857  0.96960054]
